;str_name;STR_ESID;snb_erlaeuterung;STN_LABEL;instance
51082;Lettenholzstrasse;10086043;Strasse von Wollishofen nach der Leimgrube, einem Wäldchen, wo wahrscheinlich Lehm abgebaut wurde. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;Lettenholzstrasse;
51083;Schöneichtunnel;10249149;Frei gewählter Name. Die Benennung des Tunnels erfolgte durch den Bund.;Schöneichtunnel;
51085;Lochbrunnenweg;10004321;Sod-, Ziehbrunnen, Quelle aus einer Bodensenkung.;Lochbrunnenweg;
51086;Hüslibachstrasse;10054871;Benannt nach dem vom Hüsliberg am Albis in die Sihl fliessenden Hüslibach.;Hüslibachstrasse;
51087;Schienengasse;10006357;Kurze Sackgasse in Aussersihl beim einstigen Rangierbahnhof.;Schienengasse;
51088;Walchetor;10249454;Das Walchetor wurde als Durchfahrt unter einem inzwischen abgetragenen Anbau des Kaspar-Escher-Hauses zwischen Stampfenbachstrasse und Neumühlequai errichtet. Den Namen Walchetor leitet sich ab von der 1658 errichteten Walchi, d.h. einer Tuchwalke, in der mittels Wasserkraft die Wolltücher geschlagen, gestampft und geknetet wurden, um deren Oberfläche durch Verfilzen zu glätten und geschmeidiger zu machen. Diese wurde zu Gunsten des um 1865 eröffneten Schlachthofs abgebrochen.;Walchetor;
51089;Giebeleich;10004585;Flurname: Eiche auf der Kuppe eines Hügels.;Giebeleich;
51090;Nürenbergweg;10249217;Verbindungsweg zwischen Nord- und Rousseaustrassse unterhalb der Nürenbergstrasse. Der Weg bildet die unmittelbare Fortsetzung der Nürenbergstrasse bis zur Rousseaustrasse. Benannt nach einem Landgut zum Nürenberg, dessen Gebäude 1924 und 1942 abgetragen wurden. Der Name geht vermutlich auf einen Besitzer aus der ausgestorbenen Zürcher Familie Nürenberger zurück.;Nürenbergweg;
51091;Billeterstrasse;10059043;Jakob Robert Billeter (1857-1917): Zürcher Stadtpräsident 1909-1917, Redaktor der Neuen Zürcher Zeitung 1886-1896, dann Stadtrat, Kantonsrat (ab 1899) und Nationalrat (ab 1911). Billeter hat als freisinniger Finanzvorstand durch den Kauf von etwa 95 Hektar Bau- und Kulturland und 288 Hektaren Wald eine weitsichige Bodenpolitik betrieben, welche es der Stadt ermöglichte, die bauliche Entwicklung mitzugestalten.;Billeterstrasse;
51092;Stierliweg;10004201;Weitverbreitete Familie von Aussersihl.;Stierliweg;
51093;Georgengasse;10081628;Georg Syz (1843-1878): Friedensrichter von Unterstrass. Gemäss der Gemeindegeschichte von Unterstrass ein «liebenswürdiger» Mann, der «vielleicht auf der Leiter der öffentlichen Ämter noch weiter hinauf gestiegen wäre, hätte ihn nicht im besten Mannesalter eine jähe Krankheit dahin gerafft».;Georgengasse;
51094;Kaminfegergasse;10074880;"Namensgebend war vermutlich der Beruf des Kaminfegers Engelhart, der in der zweiten Hälfte des 18. Jahrhunderts das Eckhaus zur Oetenbachgasse besass. Die Gasse entstand wohl zu Beginn des 14. Jahrhunderts und erschloss die dortigen Gärten und ein Rebgelände; die Bebauung setzte nach 1850 ein. Im 17. Jahrhundert hiess der Weg kleines Gässli.";Kaminfegergasse;
51095;Dolderstrasse;10086006;Strasse, die auf den Dolder führt, eine hochgelegene Ortsgegend der ehemaligen Gemeinde Hottingen. «Uf der Dolderen güeter» heisst es 1588, wobei «Dolder» vielleicht der Name eines früheren Besitzers war oder auch ein abgeleiteter Flurname. «Dolder» bedeutet unter anderem Baumwipfel und Spitze einer Pflanze.;Dolderstrasse;
51096;Jacob-Burckhardt-Strasse;10006077;Jacob Burckhardt (1818-1897): Basler Kunst- und Kulturhistoriker. Mit seinem Hauptwerk «Die Cultur der Renaissance in Italien» begründete er die moderne Kunst- und Kulturgeschichte mit. Er lehrte von 1855 bis 1858 als Professor an der ETH und von 1958 bis 1893 an der Universität Basel.;Jacob-Burckhardt-Strasse;
51097;Plattenholzweg;10166110;Flurname «Plattenholz»: auf einer Ebene oder einem Plateau gelegenes Waldstück.;Plattenholzweg;
51099;Hadlaubstrasse;10081630;"Johannes Hadlaub (um 1300): Zürcher Lyriker und Minnesänger. Die Hadlaubstrasse ist ein alter Verbindungsweg entlang des Geissberghanges in Oberstrass, der deshalb bis 1892 Geissbergstrasse hiess. Die Umbenennung in Hadlaubstrasse erfolgte im Zusammenhang mit dem Bau des Rigiquartiers 1892. Vielleicht wurde der Name Geissberg nun als unpassend empfunden; der Minnesänger Johannes Hadlaub hingegen war populär und den Zürchern durch die gleichnamige Erzählung von Gottfried Keller (1819-1890) sowie durch das 1884 geschaffene Standbild auf dem Platzspitz von Viktor von Meyenburg (1834-1893) wohl bekannt.";Hadlaubstrasse;
51100;Dorflindenstrasse;10186454;Benannt nach einer prägnanten, heute fast 300jährigen Linde, der Oerliker Dorflinde an der gleichnamigen Strasse. Früher Lindenstrasse genannt, wurde sie im Hinblick auf die Eingemeindung von 1934 auf Dorflindenstrasse geändert, da es in Riesbach bereits seit 1871 eine Lindenstrasse gab.;Dorflindenstrasse;
51101;Marstallweg;10058758;Name, der an die frühere, in der Gegend des Weges gelegene Wiese des einstigen Marstallamtes erinnert, die Marstallermatte. Im Marstall hielt sich der Staat bis ins 18. Jahrhundert Pferde für verschiedene Zwecke. In der Bezeichnung versteckt sich das alte Wort Mähre für Pferd.;Marstallweg;
51102;Woloweg;10249435;Wolo war der alemannische Siedler, auf den der Name von Wollishofen, Woloshoven, zurück geht.;Woloweg;
51104;Starengasse;10081729;Tiername, Vogelart.;Starengasse;
51105;Letzigraben;10118014;Eine «Letzi», kurz für Letzigraben, war sowohl ein militärischer Schutzwall mit Wassergraben, als auch eine Abgrenzung im Weideland. Der 1352 erwähnte, bis zum Hardturm reichende Letzigraben bildete die Grenze der Allmend der Stadt und derjenigen von Altstetten.;Letzigraben;
51106;Röslibrunnenweg;10006915;Strasse in Zürich-Unterstrass, die am dortigen, im «Riedtli» gelegenen Rösligut vorbeiführte. Dieses bestand um 1840 aus zwei Wohnhäusern mit Land. Der Name leitet sich von den Besitzern im 17. Jahrhundert her, einer Familie Rösli. Mit dem Gut verbunden waren eine nahe Quelle und eine Badeanstalt, das sogenannte Röslibad. Dieses diente von der Mitte des 17. bis zum Ende des 19. Jahrhunderts der damaligen Pflegeanstalt in der Spanweid als Heilbad.;Röslibrunnenweg;
51107;Pfingstweidstrasse;10081623;Die Pfingstweide war jener Teil der städtischen Weiden, auf die der Hirte um Pfingsten das Vieh zuerst hineintrieb, bevor er sie später in die grosse, weiter unterhalb gelegene Weide liess.;Pfingstweidstrasse;
51109;Obere Waidstrasse;10086031;Der Flur- und Hausname leitet sich vom Landgut zur Waid ab, schon im 18. Jahrhundert ein Ausflugsort. 1878 errichtete der Besitzer des Waidgutes, Paul Wunderli, ein zweites Gasthaus oben am Waldrand. Hier wird heute noch das Ausflugslokal betrieben.;Obere Waidstrasse;
51110;Werikonweg;10081644;Genannt nach einem 1315 erwähnten «Werikons Acker», was auf einen Besitzer aus Werikon bei Uster schliessen lässt.;Werikonweg;
51111;Kleinertstrasse;10103912;Heinrich Kleinert (1853-1913): Politiker und Bankrat. Letzter Gemeindepräsident des 1893 nach Zürich eingemeindeten Wipkingen 1883-1892, danach Mitglied des Grossen Stadtrats (Gemeinderat).;Kleinertstrasse;
51113;Zweiackerstrasse;10109046;Der seit 1542 gebräuchliche Flurname soll sich auf Zwy, die mittelhochdeutsche Form von Zweig, beziehen. Ein Zwyacher könnte demnach ein von Sträuchern umsäumter Acker sein.;Zweiackerstrasse;
51115;Owenweg;10058775;Robert Owen (1771-1858): Britischer Sozialpolitiker, Förderer des Genossenschaftswesens, das für Zürich insbesondere im Wohnbau wichtig ist.;Owenweg;
51116;Radgasse;10159469;Benannt vermutlich nach dem abgekürzten Vornamen von Konrad Schneebeli (1806-1878), der hier Grundeigentümer war und 1857/58 ein erstes Wohnhaus errichtete, das Haus zum Vorbahnhof, Konradstrasse 9. Um 1875 legte er auch die spätere Konradstrasse als Privatstrasse an und trat diese 1877 unentgeltlich an die Gemeinde Aussersihl ab. Im Unterschied zur Radgasse trägt die Konradstrasse seinen ganzen Vornamen. Eine andere Deutung des Namens vermutet hinter dem Namen Radgasse ein Symbol der Eisenbahnen, das Flügelrad.;Radgasse;
51117;Traugottstrasse;10004217;Männlicher Vorname.;Traugottstrasse;
51118;Seilergraben;10058802;Ehemaliger Stadtgraben zwischen dem Niederdorftor und dem Neumarkttor als Teil der mittelalterlichen Befestigung, der 1780 eingeebnet wurde. Der eingeebnete Graben diente fortan dem Handwerk der Seiler als Werkplatz, daher der Name. Ab 1790 entstanden längs den alten Stadtmauern auch Schöpfe und Magazine, aus denen im 19. Jahrhundert die meisten der heutigen Bauten am Seilergraben hervorgingen.;Seilergraben;
51119;Oberer Heuelsteig;10058771;Der Name stammt von einem dort befindlichen Vergnügungsort, der sich in einer Scheune befand, an dessen Tor ein «Heuel», eine Eule, angeheftet war.;Oberer Heuelsteig;
51120;Gwandensteig;10177608;Der Flurname «Gewande» (1331) bezeichnet eine Parzelle resp. die Unterteilung eines Rebberges in eine obere und eine untere Hälfte oder Gewande des durch einen Weg geteilten Rebberges. Der Gwandensteig führt also an diesen Parzellen des Rebberges vorbei.;Gwandensteig;
51121;Massénastrasse;10249281;André Masséna (1758-1817): Herzog von Rivoli, Fürst von Essling und Marschall von Frankreich. Masséna kommandierte die französischen Truppen in den beiden Schlachten bei Zürich während des Zweiten Koalitionskriegs. Nachdem er die Stadt nach der Ersten Schlacht bei Zürich noch räumen und den Österreichern überlassen musste, besiegt er diese und die mit ihnen verbündeten Russen am 25. und 26. September 1799 in der Zweiten Schlacht bei Zürich. Die Alliierten verliessen daraufhin das eidgenössische Territorium.;Massénastrasse;
51122;Wallisackerweg;10249474;Der Flurname leitet sich wohl von einem früheren Besitzernamen «Wal» ab, was ursprünglich «Walch» oder «Welscher» bedeutet habe.;Wallisackerweg;
51123;Europaallee;10167427;"Die Bezeichnung erinnert an die dort vorhandenen Niederlassungen internationaler Unternehmungen. Eine zentrale Europallee reflektiert, dass Zürich sich im Herzen Europas sieht; zudem ist der nahe Hauptbahnhof Zürichs Tor zu Europa.";Europaallee;
51124;Röslistrasse;10081637;Strasse in Zürich-Unterstrass, die am dortigen, im «Riedtli» gelegenen Rösligut vorbeiführte. Dieses bestand um 1840 aus zwei Wohnhäusern mit Land. Der Name leitet sich von den Besitzern im 17. Jahrhundert her, einer Familie Rösli. Mit dem Gut verbunden waren eine nahe Quelle und eine Badeanstalt, das sogenannte Röslibad. Dieses diente von der Mitte des 17. bis zum Ende des 19. Jahrhunderts der damaligen Pflegeanstalt in der Spanweid als Heilbad.;Röslistrasse;
51126;Borrweg;10004331;Flurname: «Bor»- oder «Burweg», verkürzt aus Burgweg, d. h. Zugang zur Burg Friesenberg, erwähnt um 1520.;Borrweg;
51127;Quaibrücke;10249437;Als Verbindung der zwischen 1881 und 1888 errichteten Quaianlagen in Riesbach und der Enge wurde von 1882 bis 1884 die Quaibrücke erstellt. Seit 1899 wird die Brücke von Trams befahren. In den 1930er Jahren wurde sie verbreitert, 1982-1984 der gesamte Brückenoberbau ersetzt.;Quaibrücke;
51128;Loorenrain;10109045;Abgeleitet vom Flurnamen «Looren», d. h. steiniges Gelände bei einem Abhang, einem Rain.;Loorenrain;
51129;Bergellerstrasse;10004093;Talschaft in Graubünden. Das Elektrizitätswerk der Stadt Zürich EWZ ist Erbauer, Betreiber und Besitzer des Albignawerkes im Bergell.;Bergellerstrasse;
51130;Zimmergasse;10051828;Genannt nach der Zimmerei des Johannes Brunner (1802-1880), der im Haus zur Akazie, Zimmerstrasse 9, eine Parqueteriefabrik betrieb.;Zimmergasse;
51131;Seebahnstrasse;10178648;Von 1889 an geplante Verbindungsstrasse von der Zweierstrasse und der Badenerstrasse an die am 1. Juni 1891 eröffnete Station Wiedikon-Aussersihl an der Seebahnlinie der Nordostbahn, die den Hauptbahnhof mit der Enge und der Strecke am linken Seeufer verbindet. Mit der Tieferlegung der Eisenbahntrasse von 1927 wurde die Seebahnstrasse entlang dem neuen Bahneinschnitt bis an die Hohlstrasse verlängert und das Teilstück von der Kalkbreitestrasse an die Badenerstrasse in Meinrad-Lienert-Strasse umbenannt.;Seebahnstrasse;
51132;Steinhausweg;10179909;Benannt nach dem Steinhaus, Beckenhofstrasse 4, das 1947, nach über 150 Jahren, abgebrochen wurde.;Steinhausweg;
51133;Georg-Kempf-Strasse;10081435;Georg Kempf (1895-1961): Industrieller und Politiker. Kempf betrieb an der Furttalstrasse eine chemische Fabrik und hatte die Alleinvertretung der Produkte der spanischen Kosmetikfirma Myrurgia (u.a. die berühmte Seife «Goyesca»). Kempf war freisinniges Mitglied des Zürcher Gemeinderates 1940-1958, den er 1954-1955 präsidierte. Kempf wurde als Gönner und Förderer von Affoltern bezeichnet, da er unter anderem den Gewerbeverein Kreis 11 und den Quartierverein Affoltern mitgründete und letzteren auch präsidierte, sich in der Kreisschulpflege Glattal engagierte und als Zunftmeister in der Zunft St. Niklaus amtete.;Georg-Kempf-Strasse;
51134;Waltersteig;10249478;Der Waltersteig ist Fortsetzung der Waltersbachstrasse zum Drahtschmidli. Der Name leitet sich vom Waltersbach ab, der am Geissberg entspringt und auf den männlichen Vornamen Walter zurück geht.;Waltersteig;
51135;Napfgasse;10006642;Benannt nach dem Haus zum Napf, Napfgasse 6, das wohl seit der Mitte des 15. Jahrhunderts diesen Namen trägt. Napf steht für ein rundes Gefäss, das früher zumeist für Milch gebraucht wurde. Die Gasse selbst heisst spätestens ab 1529 Napfgasse. Zuvor und bereits 1301 hiess sie Nadelgasse, allenfalls nach einem damaligen Haus zur Spicknadel. Mit Spicknadeln werden unter anderem Braten mit Speckstreifen gespickt.;Napfgasse;
51137;Staudenbühlstrasse;10004599;Flurname «Staudenbühl» für einen mit Gebüsch bewachsenen Hügel.;Staudenbühlstrasse;
51138;Gloriasteig;10059089;Verbindungsgässchen von der Nägelistrasse an die Gloriastrasse. Die Herknunft des Namens ist unbekannt, vermutet wurde auch schon ein (allerdings nicht belegter) Hausname «Gloria».;Gloriasteig;
51139;Imbisbühlsteig;10057321;Imbiss könnte sich ableiten von «Immi», der mundartlichen Bezeichnung für Bienen. Der schon 1429 erwähnte Flurname «Imbisbühl» würde dann für Bienenhügel stehen. Der Imbisbühlsteig ist der Weg auf diesen Hügel.;Imbisbühlsteig;
51140;Binzallee;10159463;Der Flurname «Binz» leitet sich von der Pflanze der Binsen ab. Die Binz hat einen stark lehmhaltigen Boden, auf dem das Wasser schlecht abläuft und deshalb für diese Pflanzenart ideal ist. Die Strassenbezeichnung steht in direktem Zusammenhang mit der Sihltal-Zürich-Uetliberg-Station (SZU) Binz und der bereits bestehenden Binzstrasse, wobei die Binzallee beidseitig von Baumreihen eingefasst ist.;Binzallee;
51141;Uetliberghalde;10006697;Weg auf den Zürcher Hausberg, dessen Name 1210 erwähnt wird im Zusammenhang mit der Burg als «Uotelenburg», und sich vom Namen des Uotilo, herleitet als Kurzform eines Namens wie «Uodalrich» (Ulrich).;Uetliberghalde;
51142;Alte Kalchbühlstrasse;10007024;Flurname «Kalchbühl», d. h. kleine Anhöhe (Bühl), wo Kalkstein (Kalch) gewonnen und gebrannt wurde.;Alte Kalchbühlstrasse;
51143;Stierenriedweg;10249274;Flurname für eine Wiese, die dem Halter des «Gemeindemunis» zur Nutzung überlassen wurde.;Stierenriedweg;
51144;Möcklistrasse;10182285;Heinrich Möckli (1882-1930): Schlossermeister. Errichtete eine Stiftung zugunsten der Gemeinde Witikon.;Möcklistrasse;
51145;Heidwiesen;10081713;Flurname für Wiese auf weitem, offenen Feld.;Heidwiesen;
51146;Gubelhangstrasse;10059093;Strasse am Hang des Gubels. Ein Gubel ist eine rundliche Anhöhe.;Gubelhangstrasse;
51147;Thermengasse;10249309;Benannt nach den dort gefundenen römischen Thermen, die von etwa 70 n. Chr. bis ins 3. Jahrhundert im Betrieb waren und deren archäologischen Reste heute über ein Rostgitter besichtigt werden können.;Thermengasse;
51148;Balgristweg;10006934;"Flurname «Balgrist», zusammengesetzt aus germanisch «balg», d. h. flach, niedrig sowie «Rist», Rücken, bedeutet eine flach ansteigende Erhöhung; «Ab dem Balgrest» 1376 erstmals in den Steuerbüchern erwähnt.";Balgristweg;
51153;Sumatrasteig;10081642;Querverbindung zur Sumatrastrasse, die ihren Namen von der Villa Sumatra, Sumatrastrasse 36, hatte. Die Villa wurde 1875 von Carl Honegger errichtet und hiess ursprünglich Villa Rosenberg. Sie ist 1885 vom ehemaligen Plantagenbesitzer Karl Krüsi nach seiner Rückkehr aus Sumatra erworben und umbenannt worden. Von 1907 an bewohnte Julius Maggi die Villa Sumatra, die 1971 zu Gunsten eines Geschäftshauses abtragen wurde.;Sumatrasteig;
51154;Heerenwiesen;10059099;Flurname (1541): Wiesen des Pfarrers oder «Pfarrherren» von Schwamendingen.;Heerenwiesen;
51155;Louis-Braille-Strasse;10249039;Louis Braille (1809-1852): Erfinder der Braille-Blindenschrift. Die Braille-Schrift des Franzosen ermöglicht blinden Menschen auf der ganzen Welt das Lesen mit Hilfe ihres Tastsinns. Die Louis-Braille-Strasse liegt in unmittelbarer Nähe der Grubenstrasse, an der sich die Schweizerische Bibliothek für Blinde und Sehbehinderte SBS befindet.;Louis-Braille-Strasse;
51156;Schienhutgasse;10075935;Im Schienhut oder zum Schienhut hiessen Landsitze an der Zürichberghalde, die durch den Bau der Fortifikation im 17. Jahrhundert in den Stadtbereich miteinbezogen wurden. «Schinnhut» war in Zürich die Bezeichnung für Häuser, die französische Dachstühle mit Mansarden aufwiesen, aber auch für Sonnenhüte, die aus Bändern («Schinen») geflochten waren und denen diese Häuser offenbar glichen. Der Schienhutgasse genannte Erschliessungsweg wurde öffentlich und durchgängig mit dem Bau des darüber gelegenen Polytechnikums 1864.;Schienhutgasse;
51157;Hesenlooweg;10007292;Flurname «Loo» (1511) für ein Wäldchen mit Haselsträuchern.;Hesenlooweg;
