;STR_ESID;SPACY_DE;SPACY_DE_LEMMA;SPACY_DE_ENT;SPACY_FR;SPACY_FR_LEMMA;SPACY_FR_ENT;STN_LABEL_x;DIC_Lebewesen;DIC_Ortschaft;DIC_Berufe;DIC_Gewässer;DIC_Berg;DIC_Siedlung;DIC_Religion;DIC_Natur;wikiQLabel;wikiQ;sex_x;birth;death;placebirth;placedeath;image;classif;qid;instanceLabel;dateBirth;pic;sex_y;instance_x;STN_LABEL_y;STN_LABEL_FINAL;str_name;snb_erlaeuterung;STN_LABEL;instance_y;instance
124664;10027188;Alpen;Alpen;LOC;Alpen;Alpen;;Alpenstrasse;;;;;alpen;;;;;;;;;;;;Berg;Q1286;Q46831;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Blanc%20oct%202004.JPG;;Berg;Alpenstrasse;Alpen;;;;;Berg
124726;10025590;Speiser;Speiser;;Speiser;Speiser;;Speiserstrasse;;;;;;;;;;;;;;;;;Andere;Q1694936;Q5;1813-02-27T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Jacob%20Speiser%20%281813-1856%29.JPG;male;Person;Speiserstrasse;Speiser;;;;;Person
124798;10064436;Hasel;Hasel;;Hasel;Hasel;LOC;Haselweg;Hase;;;;;;;;;;;;;;;;Lebewesen;Q578307;Q2095;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Corylus%20avellana.jpg;;Andere;Haselweg;Hasel;;;;;Andere
124888;10090011;Engelberg;Engelberg;;Engelberg;Engelberg;;Engelbergstrasse;;Engelberg;;;berg$;;;;;;;;;;;;Berg;Q64108;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Engelberg.jpg;;Ortschaft;Engelbergstrasse;Engelberg;;;;;Ortschaft
124989;10057768;Born;Born;;Born;Born;;Bornweg;;;;;Born;;;;;;;;;;;;Berg;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;Bornweg;Born;;;;;Person
125013;10087916;Oscar Frey;Frey;PER;Oscar Frey;Frey;PER;Oscar Frey-Strasse;;;;;;;;;http://www.wikidata.org/entity/Q1383856;Oscar Frey;männlich;1893-04-03T00:00:00Z;1945-04-27T00:00:00Z;http://www.wikidata.org/entity/Q9009;http://www.wikidata.org/entity/Q9009;;Person;Q1383856;Q5;1893-04-03T00:00:00Z;kein;male;Person;Oscar Frey-Strasse;Oscar Frey;;;;;Person
125015;10065871;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
125021;10025595;Tell;Tell;;Tell;Tell;;Tellstrasse;;;;;;;;;;;;;;;;;Andere;Q30908;Q15632617;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Danise%20in%20%22William%20Tell%22%20LCCN2014715543.jpg;male;Andere;Tellstrasse;Tell;;;;;Andere
125107;10053090;Canal;Canal;;Canal;Canal;;Rue du Canal;Cana;;;;;canal;;;;;;;;;;;Siedlung;Q12284;Q1428660;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Canal%20du%20midi%20toulouse.jpg;;Gewässer;Rue du Canal;Canal;;;;;Gewässer
125110;10027364;Gallus;Gallus;;Gallus;Gallus;;Gallusstrasse;;;;;;;;;http://www.wikidata.org/entity/Q180936;Gallus;männlich;0550-01-01T00:00:00Z;0645-10-16T00:00:00Z;http://www.wikidata.org/entity/Q22890;http://www.wikidata.org/entity/Q64156;;Person;Q180936;Q5;0550-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Pf%C3%A4rrenbach%20Wandmalerei%20Hl%20Gallus.jpg%20%28cropped%29.jpg;male;Person;Gallusstrasse;Gallus;;;;;Person
125121;10026497;Boner;Boner;;Boner;Boner;PER;Bonergasse;;;;;;;;;;;;;;;;;Person;Q111621088;Q5;9999;kein;male;Person;Bonergasse;Boner;;;;;Person
125202;10051306;Zwingli;Zwingli;;Zwingli;Zwingli;;Zwinglistrasse;;;;;;;;;;;;;;;;;Andere;Q123034;Q5;1484-01-10T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Zwingli%20Hans%20Asper.jpeg;male;Person;Zwinglistrasse;Zwingli;;;;;Person
125247;10055747;Rütimeyer;Rütimeyer;;Rütimeyer;rütimeyer;;Rütimeyerstrasse;;Rüti;;;;;;rüti;http://www.wikidata.org/entity/Q86819706;Rütimeyer;;;;;;;Natur;Q116261;Q5;1825-02-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Ruetimeyer%20Ludwig.jpg;male;Person;Rütimeyerstrasse;Rütimeyer;;;;;Person
125282;10182357;Nord;Nord;;Nord;nord;LOC;Rue du Nord;;;;;;;;;;;;;;;;;Andere;Q659;Q23718;9999;http://commons.wikimedia.org/wiki/Special:FilePath/CompassRose16%20white.PNG;;Natur;Rue du Nord;Nord;;;;;Natur
125543;10232434;Gsell;Gsell;;Gsell;Gsell;;Gsellweg;;;;;;;;;;;;;;;;;Andere;Q1330658;Q5;1889-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Gsell%20auf%20seinem%20Hydroplan%2C%201913.jpg;male;Person;Gsellweg;Gsell;;;;;Person
125545;10246955;Spühl;Spühl;;Spühl;Spühl;;Spühlweg;;;;;;;;;;;;;;;;;Andere;Q78071721;Q5;1916-09-03T00:00:00Z;kein;male;Person;Spühlweg;Spühl;;;;;Person
125587;10183315;Stauffacher;Stauffacher;;Stauffacher;Stauffacher;;Stauffacherstrasse;;;;;;;;;;;;;;;;;Andere;Q94755308;Q5;9999;kein;male;Person;Stauffacherstrasse;Stauffacher;;;;;Person
125613;10089071;Fichte;Fichte;;Fichte;fichte;;Fichteweg;Fichte;;;;;;;;;;;;;;;;Lebewesen;Q102585;Q5;1762-05-19T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Gottlieb%20Fichte.jpg;male;Person;Fichteweg;Fichte;;;;;Person
125670;10176224;Tauben;Taube;;Tauben;Tauben;;Taubenstrasse;Taube;;;;;;;;;;;;;;;;Lebewesen;Q10856;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Band-tailed%20Pigeon%20%2839670861080%29.jpg;;Lebewesen;Taubenstrasse;Tauben;;;;;Lebewesen
125681;10232450;Guisan;Guisan;;Guisan;Guisan;;Guisanweg;;;;;;;;;;;;;;;;;Andere;Q123497;Q5;1874-10-21T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/GuisanPortraitETH-Bibliothek-Fel%20017299-RE.jpg;male;Person;Guisanweg;Guisan;;;;;Person
125772;10187583;Beda;Beda;;Beda;Beda;;Bedastrasse;;;;;;;;;;;;;;;;;Andere;Q813787;Q5;1725-12-07T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Abt%20beda-anghern.jpg;male;Person;Bedastrasse;Beda;;;;;Person
125783;10246954;Spühl;Spühl;;Spühl;Spühl;;Spühlstrasse;;;;;;;;;;;;;;;;;Andere;Q78071721;Q5;1916-09-03T00:00:00Z;kein;male;Person;Spühlstrasse;Spühl;;;;;Person
125811;10230731;Curti;Curti;;Curti;Curti;;Curtistrasse;;;;;;;;;;;;;;;;;Andere;Q5614347;Q5;1848-12-24T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Ammann-josef-theodor-curti-der-politiker-und-publizist-rapperswil-gasser-1930-vorsatz.jpg;male;Person;Curtistrasse;Curti;;;;;Person
125830;10188060;Bubenberg;Bubenberg;;Bubenberg;Bubenberg;PER;Bubenbergstrasse;;;;;berg$;;;;;;;;;;;;Berg;Q124405;Q5;1434-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/BubenbergDenkmal%208406.jpg;male;Person;Bubenbergstrasse;Bubenberg;;;;;Person
125832;10087796;Hungerbühler;Hungerbühler;;Hungerbühler;Hungerbühler;;Hungerbühlerstrasse;;;;;;;;bühl;;;;;;;;;Natur;Q16832447;Q5;1805-09-02T00:00:00Z;kein;male;Person;Hungerbühlerstrasse;Hungerbühler;;;;;Person
125872;10024530;Tulpen;tulpen;;Tulpen;tulpen;;Tulpenweg;Tulpe;;;;;;;;;;;;;;;;Lebewesen;Q93201;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Tulipa%20suaveolens%20floriade%20to%20Canberra.jpg;;Lebewesen;Tulpenweg;Tulpen;;;;;Lebewesen
125937;10022252;Scheitlin;Scheitlin;;Scheitlin;Scheitlin;;Scheitlinstrasse;;;;;;;;;;;;;;;;;Andere;Q24575540;Q5;1779-03-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Scheitlin%20Lithographie%20von%20Johann%20Friedrich%20Hasler.jpg;male;Person;Scheitlinstrasse;Scheitlin;;;;;Person
125939;10016834;Gerhardt;Gerhardt;;Gerhardt;Gerhardt;;Gerhardtstrasse;;;;;;;;;http://www.wikidata.org/entity/Q2605381;Gerhardt;männlich;1979-08-22T00:00:00Z;;;;;Person;Q76331;Q5;1607-03-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gerhardt.jpg;male;Person;Gerhardtstrasse;Gerhardt;;;;;Person
125973;10026701;Tschudi;Tschudi;;Tschudi;tschudi;;Tschudistrasse;;;;;;;;;;;;;;;;;Andere;Q6216180;Q5;1820-01-01T00:00:00Z;kein;male;Person;Tschudistrasse;Tschudi;;;;;Person
126047;10088853;Lilienthal;Lilienthal;;Lilienthal;Lilienthal;;Lilienthalstrasse;Lilie;;;;;;;;;;;;;;;;Lebewesen;Q57162;Q5;1848-05-23T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Otto-lilienthal.jpg;male;Person;Lilienthalstrasse;Lilienthal;;;;;Person
126048;10028217;Fröbel;Fröbel;;Fröbel;Fröbel;;Fröbelstrasse;;;;;;;;;;;;;;;;;Andere;Q55850107;Q5;1844-12-27T00:00:00Z;kein;male;Person;Fröbelstrasse;Fröbel;;;;;Person
126094;10073296;Dufour;Dufour;;Dufour;Dufour;;Dufourstrasse;;;;;;;;;;;;;;;;;Andere;Q123238;Q5;1787-09-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Henri%20Dufour.jpg;male;Person;Dufourstrasse;Dufour;;;;;Person
126118;10230556;Amsel;Amsel;;Amsel;Amsel;;Amselweg;Amsel;;;;;;;;;;;;;;;;Lebewesen;Q25234;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Amselm%C3%A4nnchen%20der%20Unterart%20T.%20m.%20azorensis%20auf%20Terceira.jpg;;Lebewesen;Amselweg;Amsel;;;;;Lebewesen
126148;10087788;Gugger;Gugger;;Gugger;Gugger;;Guggerweg;;;;;;;;;;;;;;;;;Andere;Q18411255;Q5;1701-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Abt%20Coelestin%20Gugger.jpg;male;Person;Guggerweg;Gugger;;;;;Person
126224;10153792;Kauffmann;Kauffmann;;Kauffmann;Kauffmann;PER;Kauffmannstrasse;;;;;;;;;;;;;;;;;Person;Q123098;Q5;1741-10-30T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Angelika%20Kauffmann%20-%20Self%20Portrait%20-%201784.jpg;female;Person;Kauffmannstrasse;Kauffmann;;;;;Person
126241;10087797;Mars;Mars;;Mars;mars;LOC;Marsstrasse;;;;;;;;;http://www.wikidata.org/entity/Q6773095;Mars;männlich;1980-04-18T00:00:00Z;;http://www.wikidata.org/entity/Q495357;;;Person;Q112;Q11688446;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Berlin%20-%20Brandenburger%20Tor%20-%20Mars%20cropped.jpg;male;Religion;Marsstrasse;Mars;;;;;Religion
126243;10028236;Magnus;Magnus;;Magnus;Magnus;;Magnusweg;;;;;;;;;http://www.wikidata.org/entity/Q109338;Magnus;männlich;1594-12-02T00:00:00Z;1622-04-26T00:00:00Z;http://www.wikidata.org/entity/Q14866;http://www.wikidata.org/entity/Q491535;;Person;Q566085;Q5;0683-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Pfarrkirche%20Scheidegg%20Hochaltar%20rechts.jpg;male;Person;Magnusweg;Magnus;;;;;Person
126250;10139296;Kamor;Kamor;;Kamor;kamor;;Kamorstrasse;;;;;Kamor;;;;;;;;;;;;Berg;Q1723237;Q8502;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Kamor%20und%20Hoher%20Kasten.jpg;;Berg;Kamorstrasse;Kamor;;;;;Berg
126255;10089059;Antonius;Antonius;;Antonius;Antonius;PER;Antoniusstrasse;;Antoni;;;;;;;http://www.wikidata.org/entity/Q606556;Antonius;männlich;1474-01-01T00:00:00Z;1526-12-22T00:00:00Z;;;;Person;Q167477;Q5;1195-08-22T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Artus%20Quellinus%20de%20Jonge%2C%20Ontwerp%20voor%20een%20beeld%20van%20de%20heilige%20Antonius%20van%20Padua-%20%C3%89bauche%20d%27une%20statue%20de%20saint%20Antoine%20de%20Padoue%2C%20KBS-FRB.jpg;male;Person;Antoniusstrasse;Antonius;;;;;Person
126264;10087775;Spyri;Spyri;;Spyri;Spyri;;Spyristrasse;;;;;;;;;;;;;;;;;Andere;Q123053;Q5;1827-06-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johanna-spyri.jpg;female;Person;Spyristrasse;Spyri;;;;;Person
126313;10119582;Schiller;Schiller;;Schiller;Schiller;PER;Schillerstrasse;;;;;;;;;http://www.wikidata.org/entity/Q95043707;Schiller;männlich;;1809-01-01T00:00:00Z;;;;Person;Q22670;Q5;1759-11-10T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20Schiller%20by%20Ludovike%20Simanowiz.jpg;male;Person;Schillerstrasse;Schiller;;;;;Person
126317;10027269;Born;Born;;Born;Born;;Bornweg;;;;;Born;;;;;;;;;;;;Berg;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;Bornweg;Born;;;;;Person
126354;10073303;Girtanner;Girtanner;;Girtanner;girtanner;;Girtannerweg;;;;;;;;;;;;;;;;;Andere;Q106804827;Q5;1757-01-01T00:00:00Z;kein;male;Person;Girtannerweg;Girtanner;;;;;Person
126382;10022253;Schibi;Schibi;;Schibi;Schibi;;Schibistrasse;;;;;;;;;;;;;;;;;Andere;Q120073;Q5;1595-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Schybi.jpg;male;Person;Schibistrasse;Schibi;;;;;Person
126387;10032583;Heim;Heim;;Heim;Heim;;Heimstrasse;;;;;;;;;http://www.wikidata.org/entity/Q56448691;Heim;männlich;;;;;;Person;Q117598;Q5;1845-10-07T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Heim-V%C3%B6gtlin.jpg;female;Person;Heimstrasse;Heim;;;;;Person
126393;10114826;Reher;Reher;;Reher;Reher;;Obere Reherstrasse;Reh;;;;;;;;;;;;;;;;Lebewesen;Q50376403;Q5;1597-01-01T00:00:00Z;kein;male;Person;Obere Reherstrasse;Reher;;;;;Person
126410;10072571;Bleriot;Bleriot;;Bleriot;bleriot;;Blériotweg;;;;;;;;;;;;;;;;;Andere;Q5396;Q5;1872-07-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Bleriot.jpg;male;Person;Blériotweg;Bleriot;;;;;Person
126431;10191362;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
126517;10033343;Nelken;Nelke;;Nelken;Nelken;;Nelkenweg;Nelke;;;;;;;;;;;;;;;;Lebewesen;Q156099;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Dianthus%20plumarius0.jpg;;Lebewesen;Nelkenweg;Nelken;;;;;Lebewesen
126530;10033294;Reher;Reher;;Reher;Reher;;Reherstrasse;Reh;;;;;;;;;;;;;;;;Lebewesen;Q50376403;Q5;1597-01-01T00:00:00Z;kein;male;Person;Reherstrasse;Reher;;;;;Person
126622;10180297;Drossel;Drossel;;Drossel;Drossel;;Drosselweg;Drossel;;;;;;;;;;;;;;;;Lebewesen;Q26050;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Turdus%20viscivorus%20Brych%20y%20coed.jpg;;Lebewesen;Drosselweg;Drossel;;;;;Lebewesen
126684;10224521;Gallus;Gallus;;Gallus;Gallus;;Gallusweg;;;;;;;;;http://www.wikidata.org/entity/Q180936;Gallus;männlich;0550-01-01T00:00:00Z;0645-10-16T00:00:00Z;http://www.wikidata.org/entity/Q22890;http://www.wikidata.org/entity/Q64156;;Person;Q180936;Q5;0550-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Pf%C3%A4rrenbach%20Wandmalerei%20Hl%20Gallus.jpg%20%28cropped%29.jpg;male;Person;Gallusweg;Gallus;;;;;Person
126743;10022239;Neptun;Neptun;;Neptun;Neptun;;Neptunstrasse;;;;;;;;;;;;;;;;;Andere;Q3954;Q1916821;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Neptuno%20colosal%20%28Museo%20del%20Prado%29%2001.jpg;male;Religion;Neptunstrasse;Neptun;;;;;Religion
126747;10228238;Waldmann;Waldmann;;Waldmann;Waldmann;;Waldmannweg;;Wald;;;;;;wald;;;;;;;;;Natur;Q124408;Q5;1430-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Waldmann%20Portrait.jpg;male;Person;Waldmannweg;Waldmann;;;;;Person
126759;10145783;Curie;Curie;;Curie;Curie;;Curiestrasse;;;;;;;;;;;;;;;;;Andere;Q7186;Q5;1867-11-07T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Curie%20c.%201920s.jpg;female;Person;Curiestrasse;Curie;;;;;Person
126800;10231148;Lotti Ruckstuhl Thalmessinger;Thalmessinger;;Lotti Ruckstuhl Thalmessinger;Thalmessinger;;Lotti Ruckstuhl-Thalmessinger Weg;;;;;;;;;;;;;;;;;Andere;Q29056106;Q5;1901-05-02T00:00:00Z;kein;female;Person;Lotti Ruckstuhl-Thalmessinger Weg;Lotti Ruckstuhl Thalmessinger;;;;;Person
126802;10087795;Heller;Heller;;Heller;Heller;;Hellerstrasse;;;;;;;;;;;;;;;;;Andere;Q106698288;Q5;1630-01-01T00:00:00Z;kein;female;Person;Hellerstrasse;Heller;;;;;Person
126821;10231570;Spitteler;Spitteler;;Spitteler;spitteler;;Spittelerweg;;;;;;;;;;;;;;;;;Andere;Q226525;Q5;1845-04-24T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Spitteler%201919.jpg;male;Person;Spittelerweg;Spitteler;;;;;Person
126886;10026692;Steiger;Steiger;;Steiger;Steiger;;Steigerstrasse;;;;;;;;;;;;;;;;;Andere;Q94917023;Q5;1804-08-04T00:00:00Z;kein;male;Person;Steigerstrasse;Steiger;;;;;Person
126961;10225394;Federer;Federer;;Federer;Federer;;Federerweg;;;;;;;;;;;;;;;;;Andere;Q120908;Q5;1866-10-06T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/HeinrichFederer.jpg;male;Person;Federerweg;Federer;;;;;Person
127006;10016843;Anker;Anker;;Anker;Anker;PER;Ankerstrasse;;;;;;;;;;;;;;;;;Person;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;Ankerstrasse;Anker;;;;;Person
127114;10089105;Stauffacher;Stauffacher;;Stauffacher;Stauffacher;;Stauffacherstrasse;;;;;;;;;;;;;;;;;Andere;Q94755308;Q5;9999;kein;male;Person;Stauffacherstrasse;Stauffacher;;;;;Person
127116;10229528;Idda;Idda;;Idda;Idda;;Iddaweg;;;;;;;;;;;;;;;;;Andere;Q427221;Q5;1140-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/StIdda.jpg;female;Person;Iddaweg;Idda;;;;;Person
127173;10047281;Bider;Bider;;Bider;Bider;;Biderstrasse;;;;;;;;;;;;;;;;;Andere;Q688419;Q5;1891-07-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Oskar%20Bider%201915%20Fliegertruppe.jpg;male;Person;Biderstrasse;Bider;;;;;Person
127219;10232995;Hasel;Hasel;;Hasel;Hasel;LOC;Haselweg;Hase;;;;;;;;;;;;;;;;Lebewesen;Q578307;Q2095;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Corylus%20avellana.jpg;;Andere;Haselweg;Hasel;;;;;Andere
127230;10028218;Gallus;Gallus;;Gallus;Gallus;;Gallusstrasse;;;;;;;;;http://www.wikidata.org/entity/Q180936;Gallus;männlich;0550-01-01T00:00:00Z;0645-10-16T00:00:00Z;http://www.wikidata.org/entity/Q22890;http://www.wikidata.org/entity/Q64156;;Person;Q180936;Q5;0550-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Pf%C3%A4rrenbach%20Wandmalerei%20Hl%20Gallus.jpg%20%28cropped%29.jpg;male;Person;Gallusstrasse;Gallus;;;;;Person
127292;10234845;Scheffelstein;Scheffelstein;;Scheffelstein;Scheffelstein;;Scheffelsteinweg;;;Chef;;;;;;;;;;;;;;Beruf;Q9082;Q5;1826-01-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Scheffel.jpg;male;Person;Scheffelsteinweg;Scheffelstein;;;;;Person
127310;10089099;Rösch;Rösch;;Rösch;Rösch;;Röschstrasse;;;;;;;;;;;;;;;;;Andere;Q2476552;Q5;1426-02-14T00:00:00Z;kein;male;Person;Röschstrasse;Rösch;;;;;Person
127311;10230840;Folcharttreppe;Folcharttreppe;;Folcharttreppe;Folcharttreppe;;Folcharttreppe;;;;;;treppe;;;;;;;;;;;Siedlung;Q59650587;Q5;9999;kein;male;Person;Folcharttreppe;Folcharttreppe;;;;;Person
127313;10022245;Paul Brandt;Brandt;PER;Paul Brandt;Brandt;PER;Paul-Brandt-Weg;;;;;;;;;http://www.wikidata.org/entity/Q1796835;Paul Brandt;männlich;1869-05-02T00:00:00Z;1929-10-03T00:00:00Z;http://www.wikidata.org/entity/Q365;http://www.wikidata.org/entity/Q3104;;Person;Q99305167;Q5;1852-11-22T00:00:00Z;kein;male;Person;Paul-Brandt-Weg;Paul Brandt;;;;;Person
127320;10170061;Quimby;Quimby;;Quimby;Quimby;ORG;Quimbystrasse;;;;;;;;;;;;;;;;;Andere;Q254352;Q5;1875-05-11T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Harriet%20quimby.jpg;female;Person;Quimbystrasse;Quimby;;;;;Person
127326;10225250;Blarer;Blarer;;Blarer;blarer;;Blarerweg;;;;;;;;;;;;;;;;;Andere;Q94800713;Q5;1180-01-01T00:00:00Z;kein;male;Person;Blarerweg;Blarer;;;;;Person
127362;10227530;Georg Renner;Renner;PER;Georg Renner;Renner;PER;Georg-Rennerweg;;;;;;;;;http://www.wikidata.org/entity/Q94834351;Georg Renner;männlich;1926-09-20T00:00:00Z;2010-09-01T00:00:00Z;http://www.wikidata.org/entity/Q1894625;;;Person;Q107030085;Q5;1598-09-02T00:00:00Z;kein;male;Person;Georg-Rennerweg;Georg Renner;;;;;Person
127377;10188059;Andreas;Andreas;;Andreas;Andreas;PER;Andreasstrasse;;;;;;;;;http://www.wikidata.org/entity/Q495619;Andreas;männlich;http://www.wikidata.org/.well-known/genid/848317cf091eadf14d7ad863225839ac;1430-01-01T00:00:00Z;;;;Person;Q106803708;Q5;1853-01-01T00:00:00Z;kein;male;Person;Andreasstrasse;Andreas;;;;;Person
127493;10101154;Pestalozzi;Pestalozzi;;Pestalozzi;Pestalozzi;;Pestalozzistrasse;;;;;;;;;;;;;;;;;Andere;Q105428;Q5;1746-01-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Heinrich%20Pestalozzi%20%28Real%20Academia%20de%20Bellas%20Artes%20de%20San%20Fernando%2C%20Madrid%29.jpg;male;Person;Pestalozzistrasse;Pestalozzi;;;;;Person
127500;10139300;Schiller;Schiller;;Schiller;Schiller;PER;Schillerweg;;;;;;;;;http://www.wikidata.org/entity/Q95043707;Schiller;männlich;;1809-01-01T00:00:00Z;;;;Person;Q107030305;Q5;1864-05-15T00:00:00Z;kein;male;Person;Schillerweg;Schiller;;;;;Person
127505;10087773;Schubert;Schubert;;Schubert;Schubert;PER;Schubertweg;;;;;;;;;http://www.wikidata.org/entity/Q95124719;Schubert;;;;;;;Person;Q7312;Q5;1797-01-31T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Schubert%20by%20Wilhelm%20August%20Rieder%201875%20cropped.jpg;male;Person;Schubertweg;Schubert;;;;;Person
127538;10026713;Aepli;Aepli;;Aepli;Aepli;;Aeplistrasse;;;;;;;;;;;;;;;;;Andere;Q695904;Q5;1816-08-22T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Minister%20Aepli.jpg;male;Person;Aeplistrasse;Aepli;;;;;Person
127541;10103348;Favre;Favre;;Favre;Favre;;Favrestrasse;;;;;;;;;;;;;;;;;Andere;Q116083;Q5;1826-01-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Favre.jpg;male;Person;Favrestrasse;Favre;;;;;Person
127542;10107224;Jahn;Jahn;;Jahn;Jahn;;Jahnstrasse;;;;;;;;;http://www.wikidata.org/entity/Q65927998;Jahn;weiblich;1954-01-01T00:00:00Z;;;;;Person;Q106727123;Q5;1811-01-01T00:00:00Z;kein;male;Person;Jahnstrasse;Jahn;;;;;Person
127613;10226988;Gellert;Gellert;;Gellert;Gellert;;Gellertweg;;;;;;;;;;;;;;;;;Andere;Q60584;Q5;1715-07-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20F%C3%BCrchtegott%20Gellert.jpg;male;Person;Gellertweg;Gellert;;;;;Person
127615;10026722;Kolumban;Kolumban;;Kolumban;Kolumban;;Kolumbanstrasse;;;;;;;;;;;;;;;;;Andere;Q319653;Q5;0543-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/San%20Colombano.jpg;male;Person;Kolumbanstrasse;Kolumban;;;;;Person
127625;10068747;Rosen;Rose;;Rosen;Rosen;;Rosenweg;Rose;;;;;;;;;;;;;;;;Lebewesen;Q34687;Q16521;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20pendulina.jpg;;Lebewesen;Rosenweg;Rosen;;;;;Lebewesen
127781;10191778;Gröbli;Gröbli;;Gröbli;Gröbli;;Gröblistrasse;;;;;;;;;;;;;;;;;Andere;Q121625;Q5;1822-04-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Gossau%20gr%C3%B6bli.JPG;male;Person;Gröblistrasse;Gröbli;;;;;Person
127827;10189469;Säntis;Sänti;;Säntis;Säntis;;Säntisstrasse;;;;;Säntis;;;;;;;;;;;;Berg;Q15224;Q8502;9999;http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%A4ntis%20-%20Batzberg%20IMG%209803.JPG;;Berg;Säntisstrasse;Säntis;;;;;Berg
