id;str_nr;str_name;str_st_bezeichnung;str_von;str_bis;str_kreis;str_planquadrat;str_vb;str_up_kanton;snb_str_nr_ref;snb_erlaeuterung;snb_tafeltext_1;snb_tafeltext_2;objectid
183;1995;Sustenweg;gültig;Sustenstrasse 5;Eugen-Huber-Strasse 64;9;G 11;AL;2305;1995;Sustenpass in den Kantonen Bern und Uri, Übergang von Meiringen im Haslital nach Wassen (2264 m. ü. M.).;;;6144
2256;2290;Synagogengasse;gültig;Rindermarkt;Froschaugasse;1;O 13;AA;2408;2290;Noch bis Mitte des 18. Jahrhunderts wurde das Haus Zur Burghof an der Froschaugasse Zur Judenschule genannt, weil hier einst die Schul, die mittelalterliche Synagoge, zu finden war.;;;8209
1497;2370;Szondiweg;gültig;Zürichbergstrasse 146;Orellistrasse;7;Q 12;FL;2308;2370;Leopold Szondi (1893-1986): Psychiater, Begründer der Schicksalsanalyse und des Instituts für Schicksalspsychologie in Zürich.;"Leopold Szondi (1893-1986)
Psychiater, Begründer der
Schicksalsanalyse und des Instituts
für Schicksalspsychologie

Peter Szondi (1929-1971)
Literaturwissenschaftler";;7471
207;2503;Tadeus-Reichstein-Weg;gültig;Hönggerbergring 58;südl. Sackgasse;10;K/L 8;HG;2106;2503;Tadeus Reichstein (1897-1996): Schweizer Chemiker und Botaniker. Er erhielt 1950 den Nobelpreis für Medizin in Anerkennung für die Hormonforschung: Isolierung der Steroide der Nebennierenrinde, vor allem des Cortisons.;"Tadeus Reichstein (1897-1996)
1950 Nobelpreis für Meditin in Anerkennung für die Hormonforschung:
Isolierung der Steroide der Nebennierenrinde, vor allem des Cortisons.";;6165
342;1996;Talacker;gültig;Paradeplatz;Sihlporte;1;N 13/14;AA;2407;1996;Strasse, die im Jahr 1661 im Zusammenhang mit dem Bau der neuen und erweiterten Stadtbefestigung erstellt wurde. Das betroffene Gebiet hiess bereits im Jahr 1259 «Talacker», es bestand damals und noch im 16. Jahrhundert aus Äckern und Fluren in der Niederung, im Tal, vor der Stadt gegen die Sihl und den See hin.;;;6290
312;1997;Talbächliweg;gültig;Dunkelhölzlistrasse 12;nordwestl. Sackgasse;9;F/G 11;AL;2305;1997;Das Talbächlein ist der unterste, 450 Meter lange Bach in Altstetten, der vom Uetliberg her kommt und der Limmat zufliesst.;;;6262
2394;1998;Talchernsteig;gültig;Winzerstrasse 89;Limmattalstrasse 305;10;H 9;HG;2206;1998;Flurname, ersterwähnt 1474, der die mundartlich abgeschliffene Bezeichnung Talchern für Taläcker, also einer Mehrzahl von Äckern im Tal, aufgreift.;;;8352
652;1999;Talchernstrasse;gültig;Limmattalstrasse 289;Talchernsteig;10;H/J 9;HG;2206;1999;Flurname, ersterwähnt 1474, der die mundartlich abgeschliffene Bezeichnung Talchern für Taläcker, also einer Mehrzahl von Äckern im Tal aufgreift.;;;6622
231;2000;Talstrasse;gültig;Bürkliplatz;Sihlporte;1;N 13/14;AA;2407;2000;Zweite Längsstrasse im Talackerquartier. Der vor den Mauern der mittelalterlichen Stadt und tiefer als diese gelegene «Talacker» wird im Jahr 1259 erstmals erwähnt. Er bestand aus Äckern, Reben und Gärten. Im 17. Jahrhundert wurde der Talacker in die Stadtbefestigung einbezogen und durch die Talackerstrasse erschlossen. Die Talstrasse entstand 1836 als Parallellstrasse, als das Quartier durch die Beseitigung der Befestigungsanlagen bis zum Schanzengraben hin erweitert werden konnte.;;;6189
1183;2304;Talweg;gültig;Kalchbühlstrasse;Grenze Kilchberg;2;N 18/19;WO;2707;2304;Talmulde, Geländevertiefung zwischen der Widmerstrasse und der Hornhalde.;;;7145
1612;2001;Talwiesenstrasse;gültig;Bühlstrasse 27;Birmensdorferstrasse 285;3;K/L 14;WD;2406;2001;Strasse durch die ehemaligen Wiesen in der Talmulde zwischen Bühlhügel und Uetliberghang.;;;7571
769;2002;Tambourenweg;gültig;Giesshübelstrasse 69;Albisgütliweg;3;L 15;WD;2507;2002;Weg zur Tamboureneiche, wo früher die Trommler, die Tambouren, der Zürcher Bataillone ihre Übungen vornahmen.;;;6730
1123;2303;Tannenrain;gültig;Schwandenholzstrasse;Waidhofweg;11;M 6;SE;2007;2303;Waldweg am Rain (Abhang) im tannenbestandenen Schwandenholz.;;;7086
219;2003;Tannenrauchstrasse;gültig;Mutschellenstrasse 114;Albisstrasse 60;2;M 17;WO;2607;2003;Benannt nach dem Haus zum Tannenrauch an der Kilchbergstrasse 6, das 1939 abgetragen wurde. Der Name des Hauses könnte vielleicht von einer nebelähnlichen Ausdünstung eines Tannengehölzes herrühren.;;;6176
2486;2004;Tannenstrasse;gültig;Leonhardstrasse 29;Rämi- /Universitätstrasse;1+6;O 13;AA/OB;2408;2004;Benannt nach dem hier gelegenen und einst ausgedehnten Landgut zur Tanne mit dem gleichnamigen Hauptgebäude an der Sonneggstrasse 3. Dieses wurde 1930 abgetragen. Um 1850 betrieb der Vater des Kunstmalers Rudolf Koller (1828-1905) in der Tanne eine Bierbrauerei mit einem Biergarten.;;;8453
403;2005;Tannenweg;gültig;Rosshauweg;Mannshäuliweg;9;F 12-G 13;AL;2305+2405;2005;Baumname.;;;6358
1153;2469;Tanzbodenstrasse;gültig;Scheideggstrasse 66;Kurfirstenstrasse 56;2;M 16;EN;2607;2469;Benannt nach dem geographischen Mittelpunkt zwischen der Scheidegg im Zürcher Oberland und dem Churfirsten. Es handelt sich dabei um das Gebiet um den «Tanzboden» (1443 m ü. M.) im Grenzgebiet zwischen den Gemeinden Rieden und Ebnat-Kappel.;;;7113
2337;2006;Technoparkstrasse;gültig;Pfingstweidstrasse;Hardturmstrasse;5;L 11;IQ;2307;2006;Strasse entlang dem 1993 eröffneten Technopark. Der Technopark ist ein von der gleichnamigen Stiftung getragenes Zentrum, das die Zusammenarbeit von technologischer Forschung und Produktion sowie die Förderung innovativer Unternehmen, insbesondere technikorientierter Startups, zum Ziel hat.;;;8297
1815;2007;Tellstrasse;gültig;Dienerstrasse 26;Robert-Stephenson-Weg;4;M 12/13;AU;2307;2007;Wilhelm Tell (um 1300): Strasse in Aussersihl bei der Militärkaserne, benannt nach Wilhelm Tell, dem legendären Held der eidgenössischen Befreiungstradition, der um 1300 das Land Uri vom tyrannischen Landvogt Rudolf Gessler befreit haben soll. Besonders im 18. und 19. Jahrhundert war Wilhelm Tell Sinnbild für die Unabhängigkeit und Wehrhaftigkeit der Schweiz, aber auch Symbol für Freiheits- und Menschenrechte allgemein, zum Beispiel der Revolutionen in Frankreich und in den USA.;;;7790
662;2008;Tessinerplatz;gültig;Seestrasse;Gotthard- /General-Wille-Strasse;2;M/N 14;EN;2407+2507;2008;Das Ensemble von Bahnhofsgebäude und Platzanlage wurde 1923-1926 nach Plänen der Architekten Gebrüder Pfister durch die Baufirma Heinrich Hatt-Haller erstellt. Um zu betonen, dass der Bahnhof Enge an der Strecke der Gotthardbahn liege, wurde die Fassade des Bahnhofs mit seinen Arkaden aus Tessiner Granit erstellt. Die Benennung des Platzes erfolgte im Zusammenhang mit der Feier des 150jährigen Jubiläums der Zugehörigkeit des Kantons Tessin zur Eidgenossenschaft.;;;6614
2054;2009;Teufwiesenstrasse;gültig;Reckenholzstrasse;nordwestl. Sackgasse;11;K/L 6;AF;2006+2007;2009;Flurname für unterhalb des Katzenbachs liegende Wiesen.;;;8016
758;2011;Theaterstrasse;gültig;Falkenstrasse 13;Bellevueplatz;1;O 14;AA;2408;2011;1891 wurde der Neubau des Stadttheaters eröffnet, der vom Wiener Architekturbüro Fellner & Helmer als Ersatz für das 1890 abgebrannte Aktientheater erbaut wurde. Mit der Verlegung der Tonhalle in den 1895 eröffneten Neubau an der Claridenstrasse 7 drängte sich auch die Umbenennung der Tonhallestrasse in Theaterstrasse auf. Da im Gegensatz zur Frühzeit keine Sprechtheateraufführungen mehr angeboten wurden, ist das Stadttheater 1964 in Opernhaus umbenannt worden.;;;6713
2207;2012;Therese-Giehse-Strasse;gültig;Max-Frisch-Platz;Binzmühlestrasse;11;N 8;OE;2107;2012;Therese Giehse, geborene Therese Gift (1898-1975): deutsche Schauspielerin. Wurde als Jüdin und Mitgründerin des Kabaretts «Die Pfeffermühle» 1933 zur Emigration in die Schweiz gezwungen. Von 1937 bis 1966 Mitglied des Ensembles des Schauspielhauses Zürich, wo sie unter anderem an den Uraufführungen der Werke «Mutter Courage» und «Herr Puntila und sein Knecht Matti» von Bertolt Brecht und «Der Besuch der alten Dame» und «Die Physiker» von Friedrich Dürrenmatt mitwirkte. Therese Giehse ist auf dem Friedhof Zürich-Fluntern begraben.;"Therese Giehse (1898-1975)
Deutsche Schauspielerin am Schauspielhaus Zürich";;8188
2084;2013;Thermengasse;gültig;Weinplatz 3;Schlüsselgasse 18;1;N 13;AA;2407;2013;Benannt nach den dort gefundenen römischen Thermen, die von etwa 70 n. Chr. bis ins 3. Jahrhundert im Betrieb waren und deren archäologischen Reste heute über ein Rostgitter besichtigt werden können.;;;8045
1266;2014;Thomasweg;gültig;Zentralstrasse 153;Zurlindenstrasse 222;3;L 13;WD;2406+2407;2014;Vorname des Bauherrn Thomas Hosp (1868-1921), Maurermeister, der an der Weststrasse 62 ein Baugeschäft betrieben hat.;;;7227
1304;2015;Thujastrasse;gültig;Mutschellenstrasse 70;Rainstrasse;2;M 16/17;WO;2607;2015;Baum- oder Strauchname.;;;7262
838;2016;Thurgauerstrasse;gültig;Dörflistrasse 90;Grenze Opfikon;11;O/P 7;OE;2008+2108;2016;Parallelstrasse zur Schaffhauserstrasse, deren Verlängerung in den Kanton Thurgau führen würde.;;;6794
408;2017;Thurwiesenstrasse;gültig;Rotbuchstrasse 56;Rötelstrasse 85;10;M/N 10;WP;2207;2017;Die Bezeichnung Thur leitet sich aus dürr ab. Die Flurnamen «Durwis» oder «Dürwies» bezeichnen seit dem 15. / 16. Jahrhundert eine trockene Wiese.;;;6365
2218;2018;Tièchestrasse;gültig;Bucheggplatz;Emil-Klöti-Strasse;10;L-N 10;WP;2207;2018;Max Tièche (1878-1938): Professor für Dermatologie an der Universität Zürich, Gründer und Leiter der ersten städtischen Poliklinik für Haut- und Geschlechtskrankheiten.;"Max Tièche (1878-1938)
Gründer der ersten städtischen
Dermatologischen Poliklinik,
Professor an der Universität";;8175
341;2019;Tiefenhöfe;gültig;Bahnhofstrasse;Bleicherweg 2;1;N 14;AA;2407;2019;Strasse beim Paradeplatz, benannt nach dem früher dort gelegenen alten Tiefenhof. Die Tiefenhöfe waren um 1630 als eine vorindustrielle Textilfabrik mit Wohnhaus erstellt worden. Der Name Tiefenhof könnte Bezug genommen haben auf die damalige Lage vor bzw. unter den Mauern der Stadt. Die heutigen Tiefenhöfe wurden 1856-1859 durch Gustav Albert Wegmann, August Konrad Stadler und Martin Koch-Schweizer als Baugesellschaft zum Tiefenhof und Consorten errichtet und waren die ersten neuzeitlichen Geschäftshäuser in der Stadt Zürich.;;;6289
1140;2020;Tischlerweg;gültig;Dachslernstrasse 97;südl. Sackgasse;9;G 11;AL;2205+2305;2020;Flurname «Tistler» (1430), «Teischler» (1560), «Teistler» (1730), vielleicht ein Hinweis auf einst dort vorkommende Disteln resp. Sumpfdisteln.;;;7100
434;2021;Titlisstrasse;gültig;Berg- /Dolderstrasse;Sonnenbergstrasse 31;7;P 13-Q 14;HO;2408;2021;Berggipfel von 3238 Metern Höhe oberhalb von Engelberg in den Urner Alpen.;;;6393
2058;2022;Tobeleggstrasse;gültig;Bauherren- /Bäulistrasse;Ackersteinstrasse 157;10;K 10;HG;2206;2022;Landhaus zum Tobelegg, Limmattalstrasse 81, errichtet 1684 vom Kaufmann Heinrich Escher vom Glas (1626-1710), Bürgermeister von Zürich von 1678-1710.;;;8022
2381;2023;Tobeleggweg;gültig;Kloster-Fahr-Weg;Limmattalstrasse 111;10;K 10;HG;2206;2023;Landhaus zum Tobelegg, Limmattalstrasse 81, errichtet 1684 vom Kaufmann Heinrich Escher vom Glas (1626-1710), Bürgermeister von Zürich von 1678-1710.;;;8342
650;2024;Tobelhofstrasse;gültig;Hof- /Susenbergstrasse;Grenze Dübendorf;7;Q-S 12;HO;2308+2309+2408;2024;Strasse nach dem Tobelhof, einem ab 1370 erwähnten, oberhalb Hottingens und bereits jenseits der Wasserscheide gelegenen Hof. Bis zur Reformation gehörte der Tobelhof dem Kloster Sankt Martin auf dem Zürichberg.;;;6601
799;2025;Tobelholzweg;gültig;Kappeliholzstrasse;Schauenbergstrasse;10+11;K 7/8;AF/HG;2106;2025;Weg im Tobelholz genannten Waldstück am Tobel des Holderbaches.;;;6753
2078;2026;Töbeliweg;gültig;Tobelhofstrasse;Sagentobelweg;7;R 12;HO;2309;2026;Waldweg beim Tobelhof in Hottingen.;;;8058
2213;2027;Tobelsteig;gültig;Holderbachweg 4;südl. Sackgasse;11;K 7;AF;2106;2027;Weg im Holderbachtobel.;;;8172
350;2028;Toblerplatz;gültig;Tobler- /Kraftstrasse;Krähbühl- /Freudenbergstrasse;7;P 12;FL;2308;2028;Gustav Adolf Tobler (1850-1923): Professor für Schwachstromtechnik an der ETH und Förderer kultureller und gemeinnütziger Institute.;"Gustav Adolf Tobler (1850-1923)
Professor für Elektrotechnik an der ETH
Förderer kultureller und gemeinnütziger Institute";;6307
560;2029;Toblerstrasse;gültig;Spyriplatz;Keltenstrasse 34;7;O 12-P 13;FL/OB;2308+2408;2029;Gustav Adolf Tobler (1850-1923): Professor für Schwachstromtechnik an der ETH und Förderer kultureller und gemeinnütziger Institute.;;;6510
1641;2030;Tödistrasse;gültig;General-Guisan-Quai 30;Brandschenkestrasse 33;2;N 14;EN;2407+2507;2030;Benannt nach dem 3614 Meter hohen Tödi in den Glarner Alpen, dem höchsten Gebirgsmassiv der Nordostschweiz. In der Enge wurden um 1880/90 mehrere neue Strassen nach Schweizer Bergen benannt, die zum Teil vom damals angelegten Quai am Zürichsee, Alpenquai, aus sichtbar waren.;;;7604
413;2031;Töpferstrasse;gültig;Uetlibergstrasse 134;westl. Sackgasse;3;L 15;WD;2507;2031;Strasse entlang dem Firmenareal der ehemaligen Tonwarenfabrik Ernst Bodmer & Cie, die von 1872 bis zu ihrer Schliessung 1964 an der Uetlibergstrasse ihren Sitz hatte und sich ab den 1950er Jahren auf die Produktion von Keramikartikeln spezialisierte.;;;6372
1894;2032;Torgasse;gültig;Limmatquai 4;Oberdorfstrasse 2;1;O 14;AA;2408;2032;Verbindungsweg zwischen den einstigen Zugängen zur Stadt durch das Oberdorftor sowie auf dem Wasserweg in den Hafen durch das Grendeltor, als Torgasse bezeichnet 1737. Zuvor hiess die Gasse seit dem 14. Jahrhundert oberste Gass auf Dorf, um 1300 auch Füchinggasse nach einer dort sesshaften Familie Fütschi.;;;7846
1097;2365;Traktorenstrasse;gültig;Köschenrütistrasse 167;Käshaldenstrasse 20;11;N 5/6;SE;2007;2365;Die Strasse befindet sich im Gebiet des auf das Hochmittelalter zurückgehenden Rodungshofs Köschenrüti. Der Name der Strasse stammt aus dem Bedeutungsfeld der bäuerlichen Arbeitsgeräte und der Traktor dient als typisches bäuerliches Fahrzeug.;;;7056
338;2033;Tramstrasse;gültig;Schaffhauserstrasse 347;Saatlenstrasse 208;11+12;O/P 8;OE/SW;2108;2033;Strasse entlang der Depots der privaten Strassenbahn Zürich-Oerlikon-Seebach ZOS, die 1931 von der Stadt übernommen wurde.;;;6294
774;2034;Traubenstrasse;gültig;Richard-Wagner-Strasse 8;Seestrasse 69;2;M/N 15;EN;2507;2034;"Strasse in der ehemaligen Ortsgegend «zum Trauben» in der Enge, die um 1840 aus zwei Wohnhäusern bestand. Der Name der Gegend rührte wohl von den nahen Weinbergen am «Gabler» her. Die Strasse selbst wurde 1890/91 vom Besitzer des Rietbergs, Fritz Rieter-Bodmer (1849-1896), erstellt; sie war um 1900 bereits ganz mit Häusern bebaut.";;;6725
2403;2035;Traugottstrasse;gültig;Hardstrasse 312;östl. Sackgasse;5;M 11;IQ;2307;2035;Männlicher Vorname.;;;8369
815;2036;Treichlerstrasse;gültig;Hofstrasse 18;Schönbühlstrasse 15;7;P 13/14;HO;2408;2036;Johann Jakob Treichler (1822-1906): sozialistischer und später liberaler Politiker und Rechts-Professor. Treichler begann seine Karriere als Lehrer, dann gründete er das «Allgemeinen Noth- und Hülfsblatt» in Uster, die erste sozialistische Zeitung der Schweiz. Nach dem faktischen Verbot der Zeitung wurde er Anwalt und 1851 mit Karl Bürkli Gründer des Konsumvereins Zürich. Von 1850 an war Treichler Parlamentarier in Bund, Kanton und Stadt Zürich und ab 1856 Regierungsrat des Kantons Zürich für die Liberalen. Ab 1869 Oberrichter und ab 1871 Professor der Rechtswissenschaften an der Universität und ab 1876 auch an der ETH Zürich.;"Johann Jakob Treichler (1822-1906)
Politiker, Professor der Rechte an der ETH
und an der Universität";;6771
2279;2037;Trichtenhausenfussweg;gültig;Berghaldenstrasse 86;Trichtenhausenstrasse;7;T 15/16;WI;2509+2510;2037;Der Name Trichtenhausen wird 946 erstmals als «Truhtilhusa», Häuser des Truchtilo, urkundlich erwähnt. Der Begriff ist die Verkleinerungsform eines Namens mit dem altdeutschen Stamm «trucht» für Kriegerschar.;;;8239
1947;2038;Trichtenhausenstrasse;gültig;Loorenstrasse 18;Grenze Zollikon;7;S 15-T 16;WI;2509+2510;2038;Der Name Trichtenhausen wird 946 erstmals als «Truhtilhusa», Häuser des Truchtilo, urkundlich erwähnt. Der Begriff ist die Verkleinerungsform eines Namens mit dem altdeutschen Stamm «trucht» für Kriegerschar.;;;7901
709;2039;Trichtisalweg;gültig;Trichtenhausenstrasse;nordöstl. Sackgasse;7;T 16;WI;2510;2039;Flurname aus dem 19. Jahrhundert, ursprünglich «Richtishol» (1529, 1801) und «Richtisahl» (nach 1801), abgeleitet vom benachbarten Trichtenhausen. Hol bedeutet Mulde, Vertiefung. Richti o. Ä. ist vermutlich der Name eines früheren Besitzers.;;;6663
2302;2040;Triemlifussweg;gültig;Gutstrasse 159;Birmensdorferstrasse 478;3+9;J/K 14;WD;2406;2040;Der seit dem 18. Jahrhundert verwendete Flurname «Triemli» ist vom im 15 und 16. Jahrhundert nachgewiesenen «Trüebenbach» und späteren «Trüembach» sowie «Trimbach», «Trüemlibach», «Trüemli» u. a. abgeleitet. Die Namengebung verweist vielleicht auf einen früheren Grundeigentümer Trüb, Trübli o. Ä.;;;8260
816;2041;Triemlihalde;gültig;SZU Haltestelle Triemli;Läufeweg;9;J 14;AR;2406;2041;Der seit dem 18. Jahrhundert verwendete Flurname «Triemli» ist vom im 15 und 16. Jahrhundert nachgewiesenen «Trüebenbach» und späteren «Trüembach» sowie «Trimbach», «Trüemlibach», «Trüemli» u. a. abgeleitet. Die Namengebung verweist vielleicht auf einen früheren Grundeigentümer Trüb, Trübli o. Ä.;;;6772
890;2042;Triemlistrasse;gültig;Albisriederstrasse 392;Birmensdorferstrasse 511;9;H 13-J 14;AR;2405+2406;2042;Der seit dem 18. Jahrhundert verwendete Flurname «Triemli» ist vom im 15 und 16. Jahrhundert nachgewiesenen «Trüebenbach» und späteren «Trüembach» sowie «Trimbach», «Trüemlibach», «Trüemli» u. a. abgeleitet. Die Namengebung verweist vielleicht auf einen früheren Grundeigentümer Trüb, Trübli o. Ä.;;;6847
1022;2043;Trittligasse;gültig;Oberdorfstrasse 28;Winkelwiese 6;1;O 14;AA;2408;2043;Namengebend waren wohl die Trittli, das heisst die Treppenstufen der steil ansteigenden Gasse. Als hinterste der drei Verbindungsgassen in der Neustadt hiess die Gasse seit dem 14. Jahrhundert die hinterste oder dritte Gasse. Dies war der Name für den oberen Teil bis 1865, während der untere Teil bereits im 18. Jahrhundert den heutigen Namen Trittligasse trug.;;;6979
1861;2044;Trottenstrasse;gültig;Nordstrasse 280;Hönggerstrasse 142;10;L/M 10;WP;2207;2044;Benannt nach der Lehentrotte an der Nordstrasse 331. Das Gebäude ist seit 1879 als Wohnhaus genutzt.;;;7815
1832;2045;Trottweg;gültig;Zehntenhausstrasse;Wehntalerstrasse 550;11;K 7;AF;2006;2045;Benannt nach der Trotte beim Haus Wehntalerstrasse 552.;;;7785
693;2507;Tuchmacherstrasse;gültig;Maneggstrasse;Butzenstrasse;2;L 17-M 19;WO;2607;2507;In Anlehnung an bestehende Strassennamen aus dem Spinnereigewerbe. Der Begriff des Tuchmachers stammt ursprünglich aus dem Mittelalter und der frühen Neuzeit, wo das Handwerk des Tuchmachens generell ein Männerberuf war. Ein Tuchmacher war ein Weber, der spezialisierte Fasern, vor allem Wolle, verarbeitete und das damals so genannte Tuch herstellte. Im 19. Jahrhundert war diese Berufsbezeichnung nicht mehr verbreitet.;;;6648
2036;2046;Tüffenwies;gültig;Meierwiesenstrasse 20;Grünauring 51;9;H/J 10;AL;2206;2046;Seir 1566 nachgewiesener Flurnamen in Altstetten für eine Wiese in einer Niederung.;;;7999
113;2047;Tuggenerstrasse;gültig;Seefeldstrasse 129;Höschgasse 56;8;P 15;RI;2508;2047;Alte, seit 1401 in Riesbach ansässige Familie aus Tuggen in der March. Ein Heinrich Tuggener teile sich im 16. Jahrhundert mit Felix Gossauer in den Besitz des Landes am rechten Ufer des Hornbaches bis zum Mühlebach.;"Tuggener
Alte Familien von Riesbach und Hottingen";;6100
692;2048;Tuggenerweg;gültig;Tuggenerstrasse 10;Wildbachstrasse 10;8;P 15;RI;2508;2048;Alte, seit 1401 in Riesbach ansässige Familie aus Tuggen in der March. Ein Heinrich Tuggener teile sich im 16. Jahrhundert mit Felix Gossauer in den Besitz des Landes am rechten Ufer des Hornbaches bis zum Mühlebach.;;;6647
